ville,pays,lat,lon,date_extraction,heure_extraction,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,MG,-18.8792,47.5079,2025-09-12,09,2025-09-12T09:00:00+00:00,2,112.35,0.02,0.08,73.16,0.13,1.44,2.3,0.26
Cairo,EG,30.0444,31.2357,2025-09-12,09,2025-09-12T09:00:00+00:00,3,134.3,0.58,2.42,119.56,10.93,35.51,76.74,4.14
New York,US,40.7128,-74.006,2025-09-12,09,2025-09-12T09:00:00+00:00,2,184.78,0.02,7.47,21.97,0.44,16.73,18.87,0.08
Paris,FR,48.8566,2.3522,2025-09-12,09,2025-09-12T09:00:00+00:00,1,112.23,0.18,1.75,57.63,0.19,1.59,3.73,0.6
Sydney,AU,-33.8688,151.2093,2025-09-12,09,2025-09-12T09:00:00+00:00,2,81.54,0.0,2.88,64.61,0.59,0.82,1.46,0.85
Tokyo,JP,35.6762,139.6503,2025-09-12,09,2025-09-12T09:00:00+00:00,2,125.84,0.01,10.42,91.21,7.81,8.83,10.94,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,10,2025-09-12T10:00:00+00:00,2,110.83,0.02,0.09,73.51,0.12,1.47,2.25,0.25
Cairo,EG,30.0444,31.2357,2025-09-12,10,2025-09-12T10:00:00+00:00,3,125.02,0.3,1.45,138.76,11.12,32.59,64.31,1.9
New York,US,40.7128,-74.006,2025-09-12,10,2025-09-12T10:00:00+00:00,2,186.98,0.07,7.81,17.3,0.41,16.36,18.32,0.07
Paris,FR,48.8566,2.3522,2025-09-12,10,2025-09-12T10:00:00+00:00,2,107.58,0.07,0.95,69.88,0.18,1.06,2.49,0.36
Sydney,AU,-33.8688,151.2093,2025-09-12,10,2025-09-12T10:00:00+00:00,2,84.8,0.0,3.38,63.34,0.7,0.94,1.7,1.11
Tokyo,JP,35.6762,139.6503,2025-09-12,10,2025-09-12T10:00:00+00:00,2,123.9,0.0,9.74,87.5,8.04,8.22,10.16,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,11,2025-09-12T11:00:00+00:00,2,107.54,0.02,0.09,72.55,0.11,1.47,2.17,0.24
Cairo,EG,30.0444,31.2357,2025-09-12,11,2025-09-12T11:00:00+00:00,4,117.27,0.2,1.03,145.61,9.75,28.86,54.63,1.11
New York,US,40.7128,-74.006,2025-09-12,11,2025-09-12T11:00:00+00:00,2,199.28,0.35,9.43,13.43,0.44,15.95,17.99,0.09
Paris,FR,48.8566,2.3522,2025-09-12,11,2025-09-12T11:00:00+00:00,2,104.65,0.04,0.75,73.48,0.13,0.7,1.57,0.28
Sydney,AU,-33.8688,151.2093,2025-09-12,11,2025-09-12T11:00:00+00:00,2,85.37,0.0,3.33,61.89,0.74,1.03,1.81,1.25
Tokyo,JP,35.6762,139.6503,2025-09-12,11,2025-09-12T11:00:00+00:00,2,122.67,0.0,9.46,84.03,8.15,7.68,9.41,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,12,2025-09-12T12:00:00+00:00,2,104.73,0.02,0.1,70.51,0.11,1.45,2.11,0.24
Cairo,EG,30.0444,31.2357,2025-09-12,12,2025-09-12T12:00:00+00:00,4,114.19,0.16,0.93,149.33,8.74,27.24,51.01,0.96
New York,US,40.7128,-74.006,2025-09-12,12,2025-09-12T12:00:00+00:00,2,221.89,2.09,10.78,14.53,0.66,15.59,17.74,0.12
Paris,FR,48.8566,2.3522,2025-09-12,12,2025-09-12T12:00:00+00:00,2,103.55,0.03,0.79,74.21,0.11,0.6,1.26,0.3
Sydney,AU,-33.8688,151.2093,2025-09-12,12,2025-09-12T12:00:00+00:00,1,83.29,0.0,2.76,58.84,0.64,1.09,1.78,1.16
Tokyo,JP,35.6762,139.6503,2025-09-12,12,2025-09-12T12:00:00+00:00,2,121.91,0.0,9.4,80.93,8.16,7.29,8.81,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,13,2025-09-12T13:00:00+00:00,2,105.48,0.03,0.15,67.72,0.13,1.52,2.28,0.32
Cairo,EG,30.0444,31.2357,2025-09-12,13,2025-09-12T13:00:00+00:00,4,110.3,0.13,0.88,151.97,7.42,23.98,44.85,0.95
New York,US,40.7128,-74.006,2025-09-12,13,2025-09-12T13:00:00+00:00,2,234.1,3.61,11.17,30.86,2.12,15.07,17.34,0.21
Paris,FR,48.8566,2.3522,2025-09-12,13,2025-09-12T13:00:00+00:00,2,103.82,0.05,0.83,74.93,0.1,0.56,1.1,0.35
Sydney,AU,-33.8688,151.2093,2025-09-12,13,2025-09-12T13:00:00+00:00,1,79.21,0.0,2.07,51.07,0.35,1.1,1.65,0.41
Tokyo,JP,35.6762,139.6503,2025-09-12,13,2025-09-12T13:00:00+00:00,2,121.56,0.0,9.09,78.95,7.84,7.01,8.25,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,14,2025-09-12T14:00:00+00:00,2,107.67,0.03,0.24,62.79,0.15,1.66,2.62,0.46
Cairo,EG,30.0444,31.2357,2025-09-12,14,2025-09-12T14:00:00+00:00,4,106.88,0.11,0.96,152.26,6.82,21.62,40.71,1.09
New York,US,40.7128,-74.006,2025-09-12,14,2025-09-12T14:00:00+00:00,2,245.52,4.62,11.65,42.09,3.11,15.36,18.06,0.33
Paris,FR,48.8566,2.3522,2025-09-12,14,2025-09-12T14:00:00+00:00,2,103.39,0.09,0.83,75.42,0.1,0.55,1.02,0.41
Sydney,AU,-33.8688,151.2093,2025-09-12,14,2025-09-12T14:00:00+00:00,1,76.47,0.0,1.7,45.78,0.25,1.13,1.59,0.26
Tokyo,JP,35.6762,139.6503,2025-09-12,14,2025-09-12T14:00:00+00:00,2,121.84,0.0,9.03,76.35,7.75,6.95,8.04,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,15,2025-09-12T15:00:00+00:00,1,109.15,0.01,0.38,56.56,0.17,1.77,2.94,0.57
Cairo,EG,30.0444,31.2357,2025-09-12,15,2025-09-12T15:00:00+00:00,4,107.03,0.08,1.3,153.41,7.1,21.34,40.59,1.33
New York,US,40.7128,-74.006,2025-09-12,15,2025-09-12T15:00:00+00:00,2,256.15,3.68,12.35,66.52,4.35,18.06,21.38,0.4
Paris,FR,48.8566,2.3522,2025-09-12,15,2025-09-12T15:00:00+00:00,2,102.5,0.11,0.84,76.75,0.09,0.54,0.95,0.45
Sydney,AU,-33.8688,151.2093,2025-09-12,15,2025-09-12T15:00:00+00:00,1,74.42,0.0,1.4,43.8,0.22,1.16,1.59,0.25
Tokyo,JP,35.6762,139.6503,2025-09-12,15,2025-09-12T15:00:00+00:00,2,121.82,0.0,8.97,73.66,7.76,6.98,7.97,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,16,2025-09-12T16:00:00+00:00,1,108.16,0.0,0.47,49.02,0.18,1.85,3.23,0.63
Cairo,EG,30.0444,31.2357,2025-09-12,16,2025-09-12T16:00:00+00:00,4,110.69,0.02,2.46,152.24,8.14,22.18,42.65,2.67
New York,US,40.7128,-74.006,2025-09-12,16,2025-09-12T16:00:00+00:00,3,175.44,0.62,4.41,133.15,4.95,15.12,17.28,0.36
Paris,FR,48.8566,2.3522,2025-09-12,16,2025-09-12T16:00:00+00:00,2,102.46,0.12,1.08,77.4,0.08,0.54,0.93,0.56
Sydney,AU,-33.8688,151.2093,2025-09-12,16,2025-09-12T16:00:00+00:00,1,72.77,0.0,1.18,44.56,0.22,1.19,1.63,0.26
Tokyo,JP,35.6762,139.6503,2025-09-12,16,2025-09-12T16:00:00+00:00,2,121.82,0.0,8.84,70.93,7.58,7.12,8.05,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,17,2025-09-12T17:00:00+00:00,1,109.81,0.0,0.54,43.67,0.19,1.97,3.62,0.7
Cairo,EG,30.0444,31.2357,2025-09-12,17,2025-09-12T17:00:00+00:00,4,115.86,0.0,3.66,148.3,9.28,23.21,45.15,4.61
New York,US,40.7128,-74.006,2025-09-12,17,2025-09-12T17:00:00+00:00,3,157.36,0.22,1.93,135.5,3.2,14.0,15.75,0.23
Paris,FR,48.8566,2.3522,2025-09-12,17,2025-09-12T17:00:00+00:00,2,102.71,0.08,1.51,76.29,0.09,0.55,0.94,0.73
Sydney,AU,-33.8688,151.2093,2025-09-12,17,2025-09-12T17:00:00+00:00,1,72.34,0.0,1.13,42.98,0.21,1.21,1.67,0.24
Tokyo,JP,35.6762,139.6503,2025-09-12,17,2025-09-12T17:00:00+00:00,2,120.96,0.0,8.61,67.94,7.53,7.24,8.15,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,18,2025-09-12T18:00:00+00:00,1,111.63,0.0,0.58,39.85,0.18,2.08,3.96,0.68
Cairo,EG,30.0444,31.2357,2025-09-12,18,2025-09-12T18:00:00+00:00,4,118.49,0.0,4.16,143.9,9.54,23.43,46.4,5.77
New York,US,40.7128,-74.006,2025-09-12,18,2025-09-12T18:00:00+00:00,3,155.98,0.14,1.59,135.69,2.69,14.49,16.33,0.19
Paris,FR,48.8566,2.3522,2025-09-12,18,2025-09-12T18:00:00+00:00,2,103.23,0.02,1.8,74.86,0.1,0.53,0.92,0.91
Sydney,AU,-33.8688,151.2093,2025-09-12,18,2025-09-12T18:00:00+00:00,1,72.24,0.0,1.12,41.8,0.21,1.21,1.68,0.23
Tokyo,JP,35.6762,139.6503,2025-09-12,18,2025-09-12T18:00:00+00:00,2,119.03,0.0,8.26,64.72,7.57,7.22,8.11,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,19,2025-09-12T19:00:00+00:00,1,112.86,0.0,0.63,36.09,0.17,2.21,4.3,0.51
Cairo,EG,30.0444,31.2357,2025-09-12,19,2025-09-12T19:00:00+00:00,3,118.15,0.0,4.14,139.13,9.25,23.13,46.78,6.28
New York,US,40.7128,-74.006,2025-09-12,19,2025-09-12T19:00:00+00:00,3,154.71,0.1,1.58,134.6,2.32,14.44,16.33,0.17
Paris,FR,48.8566,2.3522,2025-09-12,19,2025-09-12T19:00:00+00:00,2,103.32,0.0,1.84,73.36,0.1,0.51,0.89,1.05
Sydney,AU,-33.8688,151.2093,2025-09-12,19,2025-09-12T19:00:00+00:00,1,71.98,0.0,1.12,40.77,0.22,1.2,1.67,0.24
Tokyo,JP,35.6762,139.6503,2025-09-12,19,2025-09-12T19:00:00+00:00,2,117.51,0.0,8.01,61.35,7.65,7.1,7.95,0.01
Antananarivo,MG,-18.8792,47.5079,2025-09-12,20,2025-09-12T20:00:00+00:00,1,115.23,0.0,0.67,33.92,0.15,2.32,4.59,0.37
Cairo,EG,30.0444,31.2357,2025-09-12,20,2025-09-12T20:00:00+00:00,3,118.39,0.0,4.07,136.63,9.84,22.9,47.11,6.36
New York,US,40.7128,-74.006,2025-09-12,20,2025-09-12T20:00:00+00:00,3,152.83,0.09,1.61,132.99,2.03,14.17,16.11,0.16
Paris,FR,48.8566,2.3522,2025-09-12,20,2025-09-12T20:00:00+00:00,2,104.33,0.0,1.83,71.94,0.1,0.5,0.88,1.15
Sydney,AU,-33.8688,151.2093,2025-09-12,20,2025-09-12T20:00:00+00:00,1,71.88,0.0,1.14,39.72,0.23,1.18,1.65,0.25
Tokyo,JP,35.6762,139.6503,2025-09-12,20,2025-09-12T20:00:00+00:00,1,116.45,0.0,8.0,57.2,7.47,6.93,7.75,0.01
Antananarivo,MG,-18.8792,47.5079,2025-09-12,21,2025-09-12T21:00:00+00:00,1,112.84,0.0,0.65,32.81,0.11,2.22,4.43,0.27
Cairo,EG,30.0444,31.2357,2025-09-12,21,2025-09-12T21:00:00+00:00,3,120.71,0.0,4.24,131.44,12.29,22.73,47.93,6.0
New York,US,40.7128,-74.006,2025-09-12,21,2025-09-12T21:00:00+00:00,3,151.31,0.08,1.74,131.23,1.8,13.74,15.73,0.15
Paris,FR,48.8566,2.3522,2025-09-12,21,2025-09-12T21:00:00+00:00,2,105.08,0.0,1.83,70.37,0.1,0.5,0.88,1.22
Sydney,AU,-33.8688,151.2093,2025-09-12,21,2025-09-12T21:00:00+00:00,1,72.35,0.03,1.2,39.32,0.27,1.17,1.65,0.27
Tokyo,JP,35.6762,139.6503,2025-09-12,21,2025-09-12T21:00:00+00:00,1,115.03,0.0,7.97,52.97,7.1,6.73,7.52,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,22,2025-09-12T22:00:00+00:00,1,110.12,0.0,0.61,31.5,0.08,2.09,4.22,0.24
Cairo,EG,30.0444,31.2357,2025-09-12,22,2025-09-12T22:00:00+00:00,3,124.28,0.0,4.57,119.9,15.53,22.27,49.16,5.47
New York,US,40.7128,-74.006,2025-09-12,22,2025-09-12T22:00:00+00:00,3,154.74,0.08,2.92,119.23,1.6,13.3,15.76,0.17
Paris,FR,48.8566,2.3522,2025-09-12,22,2025-09-12T22:00:00+00:00,2,105.13,0.0,1.72,68.21,0.1,0.5,0.88,1.24
Sydney,AU,-33.8688,151.2093,2025-09-12,22,2025-09-12T22:00:00+00:00,1,72.73,0.23,1.08,39.41,0.38,1.15,1.65,0.34
Tokyo,JP,35.6762,139.6503,2025-09-12,22,2025-09-12T22:00:00+00:00,1,112.83,0.07,7.89,49.75,6.63,6.41,7.21,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-12,23,2025-09-12T23:00:00+00:00,1,109.82,0.0,0.61,29.73,0.07,2.07,4.19,0.27
Cairo,EG,30.0444,31.2357,2025-09-12,23,2025-09-12T23:00:00+00:00,3,129.11,0.0,4.94,108.65,16.43,22.14,50.34,6.18
New York,US,40.7128,-74.006,2025-09-12,23,2025-09-12T23:00:00+00:00,3,159.56,0.02,4.24,102.73,1.39,12.82,15.94,0.18
Paris,FR,48.8566,2.3522,2025-09-12,23,2025-09-12T23:00:00+00:00,2,105.67,0.0,1.49,66.47,0.09,0.5,0.89,1.18
Sydney,AU,-33.8688,151.2093,2025-09-12,23,2025-09-12T23:00:00+00:00,1,72.35,0.39,0.98,39.38,0.52,1.17,1.68,0.45
Tokyo,JP,35.6762,139.6503,2025-09-12,23,2025-09-12T23:00:00+00:00,1,109.95,0.23,7.49,47.1,5.96,5.97,6.74,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,00,2025-09-13T00:00:00+00:00,1,109.62,0.0,0.61,28.34,0.07,2.04,4.17,0.31
Cairo,EG,30.0444,31.2357,2025-09-13,00,2025-09-13T00:00:00+00:00,3,132.66,0.0,5.08,99.35,15.74,22.19,51.67,7.09
New York,US,40.7128,-74.006,2025-09-13,00,2025-09-13T00:00:00+00:00,2,160.97,0.0,4.44,92.14,1.19,12.23,15.82,0.17
Paris,FR,48.8566,2.3522,2025-09-13,00,2025-09-13T00:00:00+00:00,2,106.22,0.0,1.27,65.12,0.08,0.5,0.9,1.08
Sydney,AU,-33.8688,151.2093,2025-09-13,00,2025-09-13T00:00:00+00:00,1,72.07,0.41,0.91,41.99,0.69,1.26,1.79,0.59
Tokyo,JP,35.6762,139.6503,2025-09-13,00,2025-09-13T00:00:00+00:00,1,105.51,0.31,6.55,44.75,4.96,5.28,6.03,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,01,2025-09-13T01:00:00+00:00,1,109.53,0.0,0.61,27.36,0.07,2.03,4.12,0.34
Cairo,EG,30.0444,31.2357,2025-09-13,01,2025-09-13T01:00:00+00:00,3,132.51,0.0,4.82,91.54,14.06,22.33,52.88,7.69
New York,US,40.7128,-74.006,2025-09-13,01,2025-09-13T01:00:00+00:00,2,158.21,0.0,4.36,80.82,0.93,11.45,15.34,0.13
Paris,FR,48.8566,2.3522,2025-09-13,01,2025-09-13T01:00:00+00:00,2,106.7,0.0,1.07,64.25,0.08,0.5,0.91,0.91
Sydney,AU,-33.8688,151.2093,2025-09-13,01,2025-09-13T01:00:00+00:00,2,72.22,0.18,0.56,62.84,0.71,1.32,1.77,0.52
Tokyo,JP,35.6762,139.6503,2025-09-13,01,2025-09-13T01:00:00+00:00,1,98.93,0.35,5.09,42.75,3.93,4.37,5.19,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,02,2025-09-13T02:00:00+00:00,1,109.67,0.0,0.61,26.88,0.07,2.01,4.02,0.36
Cairo,EG,30.0444,31.2357,2025-09-13,02,2025-09-13T02:00:00+00:00,3,131.78,0.0,4.43,86.13,12.1,23.01,54.58,8.04
New York,US,40.7128,-74.006,2025-09-13,02,2025-09-13T02:00:00+00:00,2,157.43,0.0,4.49,69.81,0.73,10.85,14.99,0.1
Paris,FR,48.8566,2.3522,2025-09-13,02,2025-09-13T02:00:00+00:00,2,107.57,0.0,0.94,62.85,0.07,0.5,0.98,0.72
Sydney,AU,-33.8688,151.2093,2025-09-13,02,2025-09-13T02:00:00+00:00,2,71.81,0.12,0.42,69.44,0.72,1.41,1.81,0.48
Tokyo,JP,35.6762,139.6503,2025-09-13,02,2025-09-13T02:00:00+00:00,1,92.08,0.33,3.83,40.88,3.25,3.52,4.55,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,03,2025-09-13T03:00:00+00:00,1,111.2,0.0,0.64,26.84,0.07,2.04,4.01,0.38
Cairo,EG,30.0444,31.2357,2025-09-13,03,2025-09-13T03:00:00+00:00,3,130.79,0.0,4.06,81.82,10.21,23.92,56.61,8.0
New York,US,40.7128,-74.006,2025-09-13,03,2025-09-13T03:00:00+00:00,2,156.83,0.0,4.68,61.5,0.61,10.33,14.65,0.07
Paris,FR,48.8566,2.3522,2025-09-13,03,2025-09-13T03:00:00+00:00,2,108.44,0.0,0.87,61.21,0.06,0.5,1.08,0.58
Sydney,AU,-33.8688,151.2093,2025-09-13,03,2025-09-13T03:00:00+00:00,2,71.59,0.1,0.38,72.42,0.81,1.57,1.96,0.47
Tokyo,JP,35.6762,139.6503,2025-09-13,03,2025-09-13T03:00:00+00:00,1,86.03,0.28,2.89,39.2,2.8,2.82,4.15,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,04,2025-09-13T04:00:00+00:00,1,115.74,0.05,0.66,27.34,0.1,2.21,4.46,0.43
Cairo,EG,30.0444,31.2357,2025-09-13,04,2025-09-13T04:00:00+00:00,3,129.28,0.0,3.9,77.34,8.69,24.66,58.4,7.73
New York,US,40.7128,-74.006,2025-09-13,04,2025-09-13T04:00:00+00:00,1,153.73,0.0,4.51,55.31,0.54,9.76,14.19,0.05
Paris,FR,48.8566,2.3522,2025-09-13,04,2025-09-13T04:00:00+00:00,1,108.63,0.0,0.85,59.54,0.06,0.5,1.19,0.52
Sydney,AU,-33.8688,151.2093,2025-09-13,04,2025-09-13T04:00:00+00:00,2,72.43,0.09,0.38,75.38,0.9,1.74,2.13,0.46
Tokyo,JP,35.6762,139.6503,2025-09-13,04,2025-09-13T04:00:00+00:00,1,82.01,0.21,2.22,37.35,2.29,2.19,3.65,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,05,2025-09-13T05:00:00+00:00,1,120.97,0.16,0.53,29.44,0.14,2.44,5.07,0.64
Cairo,EG,30.0444,31.2357,2025-09-13,05,2025-09-13T05:00:00+00:00,3,128.85,0.14,4.18,74.98,8.04,25.73,61.36,7.6
New York,US,40.7128,-74.006,2025-09-13,05,2025-09-13T05:00:00+00:00,1,148.86,0.0,3.76,51.3,0.48,9.25,13.8,0.03
Paris,FR,48.8566,2.3522,2025-09-13,05,2025-09-13T05:00:00+00:00,1,109.42,0.0,1.02,58.08,0.06,0.5,1.31,0.48
Sydney,AU,-33.8688,151.2093,2025-09-13,05,2025-09-13T05:00:00+00:00,2,72.52,0.09,0.4,76.41,0.94,1.88,2.29,0.43
Tokyo,JP,35.6762,139.6503,2025-09-13,05,2025-09-13T05:00:00+00:00,1,78.95,0.14,1.83,33.68,1.74,1.63,3.18,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,06,2025-09-13T06:00:00+00:00,1,122.46,0.14,0.38,34.23,0.17,2.71,5.47,0.86
Cairo,EG,30.0444,31.2357,2025-09-13,06,2025-09-13T06:00:00+00:00,3,127.89,0.62,3.77,76.91,8.16,27.41,65.28,7.09
New York,US,40.7128,-74.006,2025-09-13,06,2025-09-13T06:00:00+00:00,1,143.61,0.0,3.02,48.14,0.44,8.82,13.49,0.03
Paris,FR,48.8566,2.3522,2025-09-13,06,2025-09-13T06:00:00+00:00,1,110.29,0.0,1.38,56.57,0.07,0.54,1.39,0.44
Sydney,AU,-33.8688,151.2093,2025-09-13,06,2025-09-13T06:00:00+00:00,2,72.69,0.08,0.46,76.97,1.02,2.05,2.49,0.41
Tokyo,JP,35.6762,139.6503,2025-09-13,06,2025-09-13T06:00:00+00:00,1,76.92,0.1,1.55,29.84,1.36,1.26,2.9,0.01
Antananarivo,MG,-18.8792,47.5079,2025-09-13,07,2025-09-13T07:00:00+00:00,1,93.33,0.03,0.11,59.07,0.15,1.11,2.22,0.35
Cairo,EG,30.0444,31.2357,2025-09-13,07,2025-09-13T07:00:00+00:00,3,126.31,0.73,2.96,87.6,9.19,30.09,70.56,5.77
New York,US,40.7128,-74.006,2025-09-13,07,2025-09-13T07:00:00+00:00,1,139.52,0.0,2.67,43.91,0.4,8.57,13.29,0.03
Paris,FR,48.8566,2.3522,2025-09-13,07,2025-09-13T07:00:00+00:00,1,110.37,0.02,1.65,55.26,0.07,0.6,1.44,0.41
Sydney,AU,-33.8688,151.2093,2025-09-13,07,2025-09-13T07:00:00+00:00,2,73.12,0.07,0.78,69.01,0.95,2.38,2.91,0.4
Tokyo,JP,35.6762,139.6503,2025-09-13,07,2025-09-13T07:00:00+00:00,1,75.99,0.05,1.28,27.06,1.07,1.07,2.65,0.01
Antananarivo,MG,-18.8792,47.5079,2025-09-13,08,2025-09-13T08:00:00+00:00,2,89.89,0.02,0.08,64.18,0.15,1.0,1.9,0.29
Cairo,EG,30.0444,31.2357,2025-09-13,08,2025-09-13T08:00:00+00:00,3,123.61,0.48,2.0,102.83,9.42,33.88,75.11,4.67
New York,US,40.7128,-74.006,2025-09-13,08,2025-09-13T08:00:00+00:00,1,136.59,0.0,2.58,38.46,0.38,8.5,13.2,0.05
Paris,FR,48.8566,2.3522,2025-09-13,08,2025-09-13T08:00:00+00:00,1,109.84,0.07,1.64,54.92,0.08,0.66,1.48,0.43
Sydney,AU,-33.8688,151.2093,2025-09-13,08,2025-09-13T08:00:00+00:00,1,75.27,0.02,1.46,59.1,0.81,2.8,3.47,0.39
Tokyo,JP,35.6762,139.6503,2025-09-13,08,2025-09-13T08:00:00+00:00,1,75.89,0.02,1.36,25.91,1.1,1.21,3.21,0.01
Antananarivo,MG,-18.8792,47.5079,2025-09-13,09,2025-09-13T09:00:00+00:00,2,88.99,0.02,0.07,64.32,0.15,1.04,1.95,0.3
Cairo,EG,30.0444,31.2357,2025-09-13,09,2025-09-13T09:00:00+00:00,3,120.42,0.3,1.36,117.4,9.41,37.24,78.34,3.71
New York,US,40.7128,-74.006,2025-09-13,09,2025-09-13T09:00:00+00:00,1,134.93,0.0,2.76,33.83,0.41,8.52,13.16,0.08
Paris,FR,48.8566,2.3522,2025-09-13,09,2025-09-13T09:00:00+00:00,1,108.58,0.1,1.45,56.76,0.08,0.7,1.49,0.48
Sydney,AU,-33.8688,151.2093,2025-09-13,09,2025-09-13T09:00:00+00:00,1,77.14,0.0,1.83,53.7,0.71,3.12,3.92,0.33
Tokyo,JP,35.6762,139.6503,2025-09-13,09,2025-09-13T09:00:00+00:00,1,75.58,0.0,1.46,25.42,1.16,1.43,3.97,0.01
Antananarivo,MG,-18.8792,47.5079,2025-09-13,10,2025-09-13T10:00:00+00:00,2,89.66,0.02,0.08,66.52,0.14,1.1,1.99,0.29
Cairo,EG,30.0444,31.2357,2025-09-13,10,2025-09-13T10:00:00+00:00,3,105.1,0.15,0.76,135.24,7.6,25.52,51.45,1.62
New York,US,40.7128,-74.006,2025-09-13,10,2025-09-13T10:00:00+00:00,1,135.02,0.0,3.32,29.98,0.48,8.58,13.15,0.12
Paris,FR,48.8566,2.3522,2025-09-13,10,2025-09-13T10:00:00+00:00,2,106.32,0.05,0.82,69.98,0.07,0.5,0.9,0.3
Sydney,AU,-33.8688,151.2093,2025-09-13,10,2025-09-13T10:00:00+00:00,1,77.96,0.0,2.04,50.65,0.69,3.44,4.37,0.37
Tokyo,JP,35.6762,139.6503,2025-09-13,10,2025-09-13T10:00:00+00:00,1,74.97,0.0,1.5,25.37,1.24,1.66,5.03,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,11,2025-09-13T11:00:00+00:00,2,88.94,0.02,0.08,67.69,0.13,1.16,2.04,0.28
Cairo,EG,30.0444,31.2357,2025-09-13,11,2025-09-13T11:00:00+00:00,3,97.74,0.1,0.54,139.05,5.32,19.95,38.76,1.32
New York,US,40.7128,-74.006,2025-09-13,11,2025-09-13T11:00:00+00:00,1,141.47,0.02,4.74,24.67,0.48,8.71,13.33,0.13
Paris,FR,48.8566,2.3522,2025-09-13,11,2025-09-13T11:00:00+00:00,2,104.8,0.04,0.68,73.29,0.06,0.5,0.59,0.26
Sydney,AU,-33.8688,151.2093,2025-09-13,11,2025-09-13T11:00:00+00:00,1,79.56,0.0,2.21,46.89,0.66,3.8,4.85,0.47
Tokyo,JP,35.6762,139.6503,2025-09-13,11,2025-09-13T11:00:00+00:00,1,74.15,0.0,1.54,25.34,1.26,1.91,6.24,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,12,2025-09-13T12:00:00+00:00,2,89.18,0.02,0.08,66.97,0.13,1.25,2.16,0.28
Cairo,EG,30.0444,31.2357,2025-09-13,12,2025-09-13T12:00:00+00:00,3,95.28,0.09,0.51,139.32,4.42,18.64,35.8,1.3
New York,US,40.7128,-74.006,2025-09-13,12,2025-09-13T12:00:00+00:00,1,154.72,0.68,6.3,20.18,0.43,8.86,13.61,0.12
Paris,FR,48.8566,2.3522,2025-09-13,12,2025-09-13T12:00:00+00:00,2,103.83,0.04,0.67,74.03,0.06,0.5,0.52,0.28
Sydney,AU,-33.8688,151.2093,2025-09-13,12,2025-09-13T12:00:00+00:00,1,81.16,0.0,2.36,42.81,0.68,4.07,5.2,0.69
Tokyo,JP,35.6762,139.6503,2025-09-13,12,2025-09-13T12:00:00+00:00,1,73.41,0.0,1.58,25.26,1.22,2.14,7.4,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,13,2025-09-13T13:00:00+00:00,2,91.46,0.02,0.1,65.83,0.13,1.37,2.41,0.31
Cairo,EG,30.0444,31.2357,2025-09-13,13,2025-09-13T13:00:00+00:00,4,94.8,0.09,0.55,140.73,3.98,18.08,35.11,1.33
New York,US,40.7128,-74.006,2025-09-13,13,2025-09-13T13:00:00+00:00,1,164.43,2.52,5.22,24.73,0.48,8.86,13.89,0.1
Paris,FR,48.8566,2.3522,2025-09-13,13,2025-09-13T13:00:00+00:00,2,104.23,0.04,0.67,75.47,0.06,0.5,0.51,0.27
Sydney,AU,-33.8688,151.2093,2025-09-13,13,2025-09-13T13:00:00+00:00,1,81.27,0.01,2.57,38.65,0.75,4.2,5.3,1.04
Tokyo,JP,35.6762,139.6503,2025-09-13,13,2025-09-13T13:00:00+00:00,1,72.95,0.0,1.61,25.2,1.15,2.29,7.48,0.0
Antananarivo,MG,-18.8792,47.5079,2025-09-13,14,2025-09-13T14:00:00+00:00,2,94.85,0.02,0.14,63.69,0.14,1.54,2.77,0.37
Cairo,EG,30.0444,31.2357,2025-09-13,14,2025-09-13T14:00:00+00:00,3,93.73,0.08,0.67,139.78,3.72,17.55,35.25,1.56
New York,US,40.7128,-74.006,2025-09-13,14,2025-09-13T14:00:00+00:00,1,167.81,3.31,4.51,31.4,0.58,8.88,14.29,0.12
Paris,FR,48.8566,2.3522,2025-09-13,14,2025-09-13T14:00:00+00:00,2,104.21,0.04,0.7,75.97,0.07,0.5,0.5,0.25
